#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,5.857914E-02,1.315341E-01,9.205576E-02
90.41000,24.75000,1.588019E-01,3.355182E-01,1.877212E-01
90.50000,23.62000,4.925767E-02,1.138855E-01,8.440508E-02
90.50000,23.90000,6.506371E-02,1.441680E-01,9.763653E-02
91.87000,24.90000,3.125211E-01,6.263537E-01,3.846313E-01
92.12000,25.10000,3.526471E-01,6.970197E-01,4.305208E-01
