#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,1.069920E-01,2.364867E-01,2.014161E-01
90.41000,24.75000,2.242861E-01,5.154516E-01,4.124643E-01
90.50000,23.62000,9.163120E-02,2.156822E-01,1.852973E-01
90.50000,23.90000,1.131761E-01,2.522641E-01,2.131401E-01
91.87000,24.90000,4.104693E-01,9.106871E-01,8.436192E-01
92.12000,25.10000,6.524469E-01,1.100569E+00,1.333561E+00
