#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,9.984418E-02,2.152350E-01,1.526930E-01
90.41000,24.75000,2.392700E-01,5.153931E-01,3.104778E-01
90.50000,23.62000,9.115575E-02,1.938766E-01,1.404915E-01
90.50000,23.90000,1.075242E-01,2.313770E-01,1.612487E-01
91.87000,24.90000,5.819497E-01,1.229696E+00,7.597765E-01
92.12000,25.10000,6.691893E-01,1.264869E+00,8.532814E-01
