#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,8.035171E-02,1.750246E-01,1.369422E-01
90.41000,24.75000,1.781664E-01,3.974429E-01,2.815840E-01
90.50000,23.62000,6.760418E-02,1.585912E-01,1.257349E-01
90.50000,23.90000,8.611396E-02,1.882003E-01,1.457112E-01
91.87000,24.90000,3.238009E-01,6.988790E-01,5.786439E-01
92.12000,25.10000,4.522639E-01,8.026732E-01,8.065319E-01
