#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939, kind='quantile-0.05', investigation_time=50.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0100000,poe-0.0120045,poe-0.0144109,poe-0.0172997,poe-0.0207675,poe-0.0249304,poe-0.0299278,poe-0.0359270,poe-0.0431288,poe-0.0517741,poe-0.0621525,poe-0.0746113,poe-0.0895675,poe-0.1075217,poe-0.1290750,poe-0.1549487,poe-0.1860089,poe-0.2232953,poe-0.2680560,poe-0.3217891,poe-0.3862934,poe-0.4637278,poe-0.5566843,poe-0.6682744,poe-0.8022333,poe-0.9630449,poe-1.1560920,poe-1.3878364,poe-1.6660350,poe-2.0000000
90.41000,23.81000,0.00000,2.581541E-01,2.569155E-01,2.547724E-01,2.512679E-01,2.458479E-01,2.379144E-01,2.269166E-01,2.124712E-01,1.944919E-01,1.732956E-01,1.496480E-01,1.247156E-01,9.991350E-02,7.667138E-02,5.618069E-02,3.919975E-02,2.532832E-02,1.472670E-02,7.902385E-03,3.847417E-03,1.626031E-03,5.607992E-04,1.450926E-04,9.805774E-06,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.41000,24.75000,0.00000,2.591034E-01,2.589663E-01,2.586489E-01,2.580409E-01,2.569395E-01,2.550723E-01,2.521161E-01,2.476839E-01,2.413344E-01,2.326344E-01,2.212249E-01,2.068985E-01,1.896757E-01,1.698644E-01,1.480824E-01,1.252260E-01,1.013887E-01,7.701268E-02,5.547869E-02,3.771909E-02,2.408100E-02,1.435196E-02,7.933892E-03,4.015957E-03,1.831241E-03,7.310553E-04,2.415873E-04,4.411409E-05,0.000000E+00,0.000000E+00
90.50000,23.62000,0.00000,2.576941E-01,2.561000E-01,2.534069E-01,2.491068E-01,2.426129E-01,2.333311E-01,2.207668E-01,2.046549E-01,1.850839E-01,1.625807E-01,1.381152E-01,1.130037E-01,8.870974E-02,6.659006E-02,4.765640E-02,3.242978E-02,1.979389E-02,1.108315E-02,5.690858E-03,2.609043E-03,9.938396E-04,3.035358E-04,5.143285E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.50000,23.90000,0.00000,2.584361E-01,2.574235E-01,2.556366E-01,2.526573E-01,2.479603E-01,2.409538E-01,2.310579E-01,2.178168E-01,2.010282E-01,1.808623E-01,1.579319E-01,1.332794E-01,1.082594E-01,8.432721E-02,6.278310E-02,4.454919E-02,2.949745E-02,1.751218E-02,9.617915E-03,4.822107E-03,2.134187E-03,7.750127E-04,2.220413E-04,2.851226E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
91.87000,24.90000,0.00000,2.591173E-01,2.589986E-01,2.587816E-01,2.584075E-01,2.577993E-01,2.568663E-01,2.555080E-01,2.535982E-01,2.509578E-01,2.475207E-01,2.432135E-01,2.379282E-01,2.315208E-01,2.237718E-01,2.144322E-01,2.032681E-01,1.888811E-01,1.701653E-01,1.483418E-01,1.242961E-01,9.947567E-02,7.560802E-02,5.431904E-02,3.673114E-02,2.319953E-02,1.353299E-02,7.283913E-03,3.560468E-03,1.515069E-03,5.473229E-04
92.12000,25.10000,0.00000,2.590372E-01,2.588507E-01,2.585242E-01,2.579852E-01,2.571258E-01,2.557900E-01,2.538449E-01,2.511255E-01,2.475073E-01,2.428615E-01,2.370649E-01,2.299829E-01,2.215431E-01,2.116558E-01,2.002912E-01,1.875331E-01,1.735415E-01,1.585738E-01,1.429612E-01,1.262297E-01,1.097439E-01,9.382559E-02,7.857996E-02,6.405300E-02,5.041553E-02,3.799079E-02,2.719065E-02,1.835555E-02,1.160098E-02,6.820643E-03
