#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939, kind='quantile-0.95', investigation_time=50.0, imt='PGA'"
lon,lat,depth,poe-0.0100000,poe-0.0120045,poe-0.0144109,poe-0.0172997,poe-0.0207675,poe-0.0249304,poe-0.0299278,poe-0.0359270,poe-0.0431288,poe-0.0517741,poe-0.0621525,poe-0.0746113,poe-0.0895675,poe-0.1075217,poe-0.1290750,poe-0.1549487,poe-0.1860089,poe-0.2232953,poe-0.2680560,poe-0.3217891,poe-0.3862934,poe-0.4637278,poe-0.5566843,poe-0.6682744,poe-0.8022333,poe-0.9630449,poe-1.1560920,poe-1.3878364,poe-1.6660350,poe-2.0000000
90.41000,23.81000,0.00000,2.589630E-01,2.583012E-01,2.566198E-01,2.530308E-01,2.462305E-01,2.356691E-01,2.199583E-01,1.986926E-01,1.740769E-01,1.460370E-01,1.166097E-01,8.820149E-02,6.315130E-02,4.263858E-02,2.701634E-02,1.600734E-02,8.820418E-03,4.476546E-03,2.033617E-03,7.707356E-04,2.214107E-04,2.997921E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.41000,24.75000,0.00000,2.591818E-01,2.591773E-01,2.591049E-01,2.588877E-01,2.583456E-01,2.572199E-01,2.550530E-01,2.513108E-01,2.453257E-01,2.364595E-01,2.244120E-01,2.085950E-01,1.887526E-01,1.650742E-01,1.383535E-01,1.100716E-01,8.226830E-02,5.766778E-02,3.954537E-02,2.550011E-02,1.540421E-02,8.691141E-03,4.547250E-03,2.174756E-03,9.329559E-04,3.362877E-04,8.929028E-05,2.153605E-06,0.000000E+00,0.000000E+00
90.50000,23.62000,0.00000,2.585584E-01,2.572388E-01,2.546288E-01,2.499314E-01,2.418610E-01,2.290957E-01,2.105935E-01,1.874894E-01,1.609342E-01,1.318289E-01,1.024819E-01,7.528714E-02,5.211088E-02,3.390525E-02,2.068344E-02,1.177935E-02,6.207680E-03,2.994359E-03,1.253820E-03,4.104798E-04,8.845028E-05,2.134248E-06,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.50000,23.90000,0.00000,2.591181E-01,2.587882E-01,2.577530E-01,2.553371E-01,2.504076E-01,2.414490E-01,2.268372E-01,2.065956E-01,1.833557E-01,1.565652E-01,1.277843E-01,9.902726E-02,7.252203E-02,5.000275E-02,3.235939E-02,1.959499E-02,1.105301E-02,5.760225E-03,2.724217E-03,1.106492E-03,3.513005E-04,7.004596E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
91.87000,24.90000,0.00000,2.591818E-01,2.591814E-01,2.591454E-01,2.589888E-01,2.586070E-01,2.577980E-01,2.562851E-01,2.537882E-01,2.501372E-01,2.453949E-01,2.400367E-01,2.345301E-01,2.290074E-01,2.232019E-01,2.162050E-01,2.064193E-01,1.921515E-01,1.723340E-01,1.471921E-01,1.205706E-01,9.687276E-02,7.440437E-02,5.454578E-02,3.812455E-02,2.538430E-02,1.607818E-02,9.664332E-03,5.485557E-03,2.904958E-03,1.414874E-03
92.12000,25.10000,0.00000,2.591793E-01,2.591387E-01,2.589757E-01,2.585858E-01,2.577710E-01,2.562636E-01,2.537932E-01,2.501406E-01,2.452743E-01,2.392921E-01,2.328582E-01,2.267121E-01,2.199225E-01,2.117103E-01,2.011634E-01,1.876461E-01,1.713013E-01,1.529909E-01,1.340167E-01,1.154925E-01,9.796956E-02,8.138396E-02,6.544258E-02,5.012456E-02,3.595353E-02,2.375519E-02,1.422342E-02,8.360544E-03,4.631416E-03,2.379125E-03
