#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939, kind='quantile-0.5', investigation_time=50.0, imt='PGA'"
lon,lat,depth,poe-0.0100000,poe-0.0120045,poe-0.0144109,poe-0.0172997,poe-0.0207675,poe-0.0249304,poe-0.0299278,poe-0.0359270,poe-0.0431288,poe-0.0517741,poe-0.0621525,poe-0.0746113,poe-0.0895675,poe-0.1075217,poe-0.1290750,poe-0.1549487,poe-0.1860089,poe-0.2232953,poe-0.2680560,poe-0.3217891,poe-0.3862934,poe-0.4637278,poe-0.5566843,poe-0.6682744,poe-0.8022333,poe-0.9630449,poe-1.1560920,poe-1.3878364,poe-1.6660350,poe-2.0000000
90.41000,23.81000,0.00000,2.584282E-01,2.572092E-01,2.548101E-01,2.504525E-01,2.431699E-01,2.305647E-01,2.117627E-01,1.867084E-01,1.564182E-01,1.232515E-01,9.046182E-02,6.129938E-02,3.769305E-02,2.085552E-02,1.033362E-02,4.493703E-03,1.628392E-03,4.480298E-04,7.941193E-05,2.041613E-06,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.41000,24.75000,0.00000,2.591818E-01,2.590424E-01,2.588022E-01,2.582815E-01,2.572722E-01,2.570416E-01,2.544002E-01,2.495279E-01,2.413931E-01,2.289483E-01,2.148424E-01,1.976686E-01,1.771968E-01,1.539865E-01,1.290234E-01,1.036503E-01,7.938824E-02,4.484355E-02,2.743626E-02,1.527567E-02,7.621785E-03,3.355783E-03,1.268702E-03,3.934824E-04,7.992735E-05,6.286844E-07,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.50000,23.62000,0.00000,2.578516E-01,2.559859E-01,2.520182E-01,2.445408E-01,2.321925E-01,2.137781E-01,1.889355E-01,1.586085E-01,1.251600E-01,9.192900E-02,6.229226E-02,3.863612E-02,2.176842E-02,1.103322E-02,4.936013E-03,1.867750E-03,5.724957E-04,8.848447E-05,2.001439E-06,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.50000,23.90000,0.00000,2.587225E-01,2.578692E-01,2.561120E-01,2.528133E-01,2.470851E-01,2.378991E-01,2.242695E-01,2.040018E-01,1.766711E-01,1.441209E-01,1.093510E-01,7.653728E-02,4.898443E-02,2.844777E-02,1.486857E-02,6.898433E-03,2.748908E-03,8.610498E-04,1.998618E-04,2.068684E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
91.87000,24.90000,0.00000,2.591818E-01,2.590607E-01,2.588735E-01,2.585005E-01,2.578228E-01,2.566809E-01,2.548972E-01,2.523152E-01,2.488412E-01,2.451181E-01,2.391911E-01,2.334716E-01,2.269877E-01,2.193675E-01,2.100441E-01,1.982646E-01,1.833741E-01,1.651086E-01,1.438267E-01,9.331357E-02,6.723647E-02,4.499178E-02,2.776333E-02,1.565336E-02,7.980258E-03,3.612344E-03,1.403589E-03,4.757463E-04,1.306707E-04,9.234646E-06
92.12000,25.10000,0.00000,2.590823E-01,2.589084E-01,2.585552E-01,2.579017E-01,2.567820E-01,2.549866E-01,2.523175E-01,2.486740E-01,2.440267E-01,2.384605E-01,2.319006E-01,2.242308E-01,2.153706E-01,2.049188E-01,1.926381E-01,1.784218E-01,1.624536E-01,1.451851E-01,1.272337E-01,1.092071E-01,9.160808E-02,7.479448E-02,5.905821E-02,4.474658E-02,3.226334E-02,2.195846E-02,1.401626E-02,5.323225E-03,2.409415E-03,9.271024E-04
