#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,8.054687E-02,1.850578E-01,1.383599E-01
90.41000,24.75000,2.156549E-01,4.903691E-01,2.815840E-01
90.50000,23.62000,6.760418E-02,1.602620E-01,1.272154E-01
90.50000,23.90000,8.881819E-02,2.022191E-01,1.470222E-01
91.87000,24.90000,4.419952E-01,8.870012E-01,5.786439E-01
92.12000,25.10000,6.211767E-01,1.025241E+00,8.065319E-01
