#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,1.288833E-01,2.915990E-01,2.050559E-01
90.41000,24.75000,3.387074E-01,7.348705E-01,4.646800E-01
90.50000,23.62000,1.158063E-01,2.574621E-01,1.883108E-01
90.50000,23.90000,1.393119E-01,3.169379E-01,2.182143E-01
91.87000,24.90000,7.918772E-01,1.625536E+00,1.068465E+00
92.12000,25.10000,1.018821E+00,1.857566E+00,1.494301E+00
