#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,1.212696E-01,2.791528E-01,2.060193E-01
90.41000,24.75000,3.258262E-01,7.064724E-01,4.326930E-01
90.50000,23.62000,1.063743E-01,2.442582E-01,1.894982E-01
90.50000,23.90000,1.322009E-01,3.037018E-01,2.185086E-01
91.87000,24.90000,7.331811E-01,1.476901E+00,9.822963E-01
92.12000,25.10000,9.869543E-01,1.739659E+00,1.401823E+00
