#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,8.713222E-02,1.967063E-01,1.422017E-01
90.41000,24.75000,2.299825E-01,4.958897E-01,2.905317E-01
90.50000,23.62000,7.593086E-02,1.716365E-01,1.309854E-01
90.50000,23.90000,9.520274E-02,2.151719E-01,1.509764E-01
91.87000,24.90000,5.086162E-01,1.024613E+00,6.329315E-01
92.12000,25.10000,6.270506E-01,1.154452E+00,8.234567E-01
