#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,1.433604E-01,3.144930E-01,2.201126E-01
90.41000,24.75000,3.514119E-01,7.685577E-01,4.656492E-01
90.50000,23.62000,1.304902E-01,2.834569E-01,2.023835E-01
90.50000,23.90000,1.537984E-01,3.369992E-01,2.326737E-01
91.87000,24.90000,8.825155E-01,1.910202E+00,1.271662E+00
92.12000,25.10000,1.023918E+00,2.000000E+00,1.515630E+00
