#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,6.448455E-02,1.398536E-01,9.608596E-02
90.41000,24.75000,1.632584E-01,3.491242E-01,1.890150E-01
90.50000,23.62000,5.906804E-02,1.226617E-01,8.858681E-02
90.50000,23.90000,6.984737E-02,1.536296E-01,1.019740E-01
91.87000,24.90000,3.667262E-01,7.429900E-01,4.186559E-01
92.12000,25.10000,3.711804E-01,7.316470E-01,4.381034E-01
