#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,6.872687E-02,1.448660E-01,1.054065E-01
90.41000,24.75000,1.645660E-01,3.530763E-01,2.025208E-01
90.50000,23.62000,6.306184E-02,1.307670E-01,9.703897E-02
90.50000,23.90000,7.409046E-02,1.565443E-01,1.113816E-01
91.87000,24.90000,3.761815E-01,7.819514E-01,4.498914E-01
92.12000,25.10000,3.775945E-01,7.342300E-01,4.437969E-01
