#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939, kind='quantile-0.84', investigation_time=50.0, imt='SA(0.2)'"
lon,lat,depth,poe-0.0100000,poe-0.0120045,poe-0.0144109,poe-0.0172997,poe-0.0207675,poe-0.0249304,poe-0.0299278,poe-0.0359270,poe-0.0431288,poe-0.0517741,poe-0.0621525,poe-0.0746113,poe-0.0895675,poe-0.1075217,poe-0.1290750,poe-0.1549487,poe-0.1860089,poe-0.2232953,poe-0.2680560,poe-0.3217891,poe-0.3862934,poe-0.4637278,poe-0.5566843,poe-0.6682744,poe-0.8022333,poe-0.9630449,poe-1.1560920,poe-1.3878364,poe-1.6660350,poe-2.0000000
90.41000,23.81000,0.00000,2.591818E-01,2.591790E-01,2.591386E-01,2.589699E-01,2.584390E-01,2.572585E-01,2.548784E-01,2.505147E-01,2.432039E-01,2.321701E-01,2.154699E-01,1.943705E-01,1.696555E-01,1.419550E-01,1.131322E-01,8.541172E-02,6.081919E-02,4.071322E-02,2.555887E-02,1.501009E-02,8.209340E-03,4.143026E-03,1.899994E-03,7.652300E-04,2.351145E-04,5.018589E-05,4.816307E-07,0.000000E+00,0.000000E+00,0.000000E+00
90.41000,24.75000,0.00000,2.591818E-01,2.591818E-01,2.591818E-01,2.591818E-01,2.591670E-01,2.591444E-01,2.590177E-01,2.587201E-01,2.580657E-01,2.567561E-01,2.543733E-01,2.503591E-01,2.440842E-01,2.348598E-01,2.227061E-01,2.072836E-01,1.881310E-01,1.654391E-01,1.399160E-01,1.128586E-01,8.606204E-02,6.150771E-02,4.159489E-02,2.632348E-02,1.551934E-02,8.507027E-03,4.335444E-03,2.042057E-03,8.811107E-04,3.366093E-04
90.50000,23.62000,0.00000,2.591818E-01,2.591687E-01,2.590481E-01,2.586092E-01,2.575862E-01,2.554587E-01,2.514734E-01,2.446736E-01,2.344268E-01,2.208150E-01,2.034062E-01,1.792755E-01,1.512854E-01,1.214380E-01,9.276125E-02,6.729026E-02,4.602108E-02,2.961371E-02,1.789585E-02,1.012388E-02,5.321207E-03,2.572755E-03,1.124211E-03,4.041425E-04,1.058493E-04,9.544582E-06,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
90.50000,23.90000,0.00000,2.591818E-01,2.591818E-01,2.591705E-01,2.591004E-01,2.588356E-01,2.581251E-01,2.568505E-01,2.538911E-01,2.484841E-01,2.394768E-01,2.257255E-01,2.070055E-01,1.838827E-01,1.566238E-01,1.276312E-01,9.880941E-02,7.218375E-02,4.955784E-02,3.188119E-02,1.917193E-02,1.074201E-02,5.566486E-03,2.625934E-03,1.108072E-03,3.761438E-04,9.071865E-05,6.355913E-06,0.000000E+00,0.000000E+00,0.000000E+00
91.87000,24.90000,0.00000,2.591818E-01,2.591818E-01,2.591818E-01,2.591818E-01,2.591818E-01,2.591684E-01,2.590804E-01,2.588581E-01,2.583910E-01,2.575053E-01,2.559885E-01,2.536420E-01,2.503181E-01,2.459975E-01,2.409701E-01,2.356278E-01,2.297190E-01,2.229595E-01,2.145420E-01,2.031862E-01,1.876206E-01,1.670961E-01,1.422016E-01,1.160981E-01,8.975857E-02,6.556427E-02,4.532170E-02,2.980797E-02,1.879549E-02,1.144348E-02
92.12000,25.10000,0.00000,2.591818E-01,2.591818E-01,2.591818E-01,2.591818E-01,2.591335E-01,2.590063E-01,2.587241E-01,2.581704E-01,2.571740E-01,2.555331E-01,2.530713E-01,2.497009E-01,2.455823E-01,2.402811E-01,2.341539E-01,2.273558E-01,2.196350E-01,2.103399E-01,1.988717E-01,1.848404E-01,1.683118E-01,1.498181E-01,1.301973E-01,1.102254E-01,9.057684E-02,7.200668E-02,5.459076E-02,3.908891E-02,2.628192E-02,1.661469E-02
