#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,0.000000E+00,0.000000E+00,0.000000E+00
90.41000,24.75000,0.000000E+00,0.000000E+00,0.000000E+00
90.50000,23.62000,0.000000E+00,0.000000E+00,0.000000E+00
90.50000,23.90000,0.000000E+00,0.000000E+00,0.000000E+00
91.87000,24.90000,0.000000E+00,0.000000E+00,0.000000E+00
92.12000,25.10000,0.000000E+00,0.000000E+00,0.000000E+00
