#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,3.550613E-02,7.100879E-02,5.340545E-02
90.41000,24.75000,8.057590E-02,1.715723E-01,9.513065E-02
90.50000,23.62000,3.245757E-02,6.420194E-02,4.930906E-02
90.50000,23.90000,3.775673E-02,7.939691E-02,5.644073E-02
91.87000,24.90000,1.679520E-01,3.416321E-01,1.684878E-01
92.12000,25.10000,1.310564E-01,2.717066E-01,1.453070E-01
