#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T04:18:15', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,3.350703E-02,7.063820E-02,4.699746E-02
90.41000,24.75000,7.640181E-02,1.603995E-01,8.708119E-02
90.50000,23.62000,2.924955E-02,6.203132E-02,4.352130E-02
90.50000,23.90000,3.714660E-02,7.792874E-02,5.010043E-02
91.87000,24.90000,1.531417E-01,3.139836E-01,1.636044E-01
92.12000,25.10000,1.210178E-01,2.521365E-01,1.361680E-01
