#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,1.086999E-01,2.552528E-01,2.014161E-01
90.41000,24.75000,2.958419E-01,6.483502E-01,4.124643E-01
90.50000,23.62000,9.163120E-02,2.216798E-01,1.853023E-01
90.50000,23.90000,1.187366E-01,2.793941E-01,2.131401E-01
91.87000,24.90000,6.180505E-01,1.214474E+00,8.448512E-01
92.12000,25.10000,1.000364E+00,1.508781E+00,1.333561E+00
