#,,,,"generated_by='OpenQuake engine 3.25.1', start_date='2026-06-26T10:14:04', checksum=825300939"
lon,lat,PGA,SA(0.2),SA(1.0)
90.41000,23.81000,6.216511E-02,1.367973E-01,9.635047E-02
90.41000,24.75000,1.579845E-01,3.382494E-01,1.908118E-01
90.50000,23.62000,5.382717E-02,1.192023E-01,8.893113E-02
90.50000,23.90000,6.798413E-02,1.503197E-01,1.022977E-01
91.87000,24.90000,3.465159E-01,7.029599E-01,4.035591E-01
92.12000,25.10000,3.532067E-01,7.012987E-01,4.350159E-01
